env,algo,config,norm,ess,top5_mass,saturation_mass
cube,GCIVL,24,rank,0.9242,0.0772,0.0
cube,GCIVL,24,clip_std,0.2077,0.2823,0.0
cube,GCIVL,25,raw,0.712,0.0712,0.971
cube,GCIVL,25,zscore,0.3698,0.1585,0.0061
cube,GCIVL,25,rank,0.9242,0.0772,0.0
cube,GCIVL,25,clip_std,0.2627,0.2268,0.0
cube,GCIVL,26,raw,0.6324,0.0823,0.9193
cube,GCIVL,26,zscore,0.2443,0.2021,0.0058
cube,GCIVL,26,rank,0.9242,0.0772,0.0
cube,GCIVL,26,clip_std,0.2346,0.2575,0.0
cube,GCIVL,27,raw,0.3261,0.2151,0.5011
cube,GCIVL,27,zscore,0.3015,0.1897,0.0
cube,GCIVL,27,rank,0.9242,0.0772,0.0
cube,GCIVL,27,clip_std,0.2496,0.2509,0.0
cube,GCIVL,28,raw,0.1285,0.4388,0.1729
cube,GCIVL,28,zscore,0.1716,0.2376,0.0276
cube,GCIVL,28,rank,0.9242,0.0772,0.0
cube,GCIVL,28,clip_std,0.2099,0.2831,0.0
cube,GCIVL,29,raw,0.6799,0.0754,0.9486
cube,GCIVL,29,zscore,0.2641,0.1812,0.0237
cube,GCIVL,29,rank,0.9242,0.0772,0.0
cube,GCIVL,29,clip_std,0.2418,0.2459,0.0
cube,GCIVL,30,raw,0.68,0.0749,0.9631
cube,GCIVL,30,zscore,0.1895,0.2236,0.0112
cube,GCIVL,30,rank,0.9242,0.0772,0.0
cube,GCIVL,30,clip_std,0.2139,0.2768,0.0
cube,GCIVL,31,raw,0.5005,0.1052,0.8991
cube,GCIVL,31,zscore,0.2531,0.2323,0.0222
cube,GCIVL,31,rank,0.9242,0.0772,0.0
cube,GCIVL,31,clip_std,0.2463,0.2987,0.0
cube,GCIVL,32,raw,0.606,0.0864,0.9064
cube,GCIVL,32,zscore,0.1754,0.2368,0.0276
cube,GCIVL,32,rank,0.9242,0.0772,0.0
cube,GCIVL,32,clip_std,0.2085,0.2831,0.0
cube,GCIVL,33,raw,0.7049,0.0721,0.968
cube,GCIVL,33,zscore,0.3319,0.1687,0.012
cube,GCIVL,33,rank,0.9242,0.0772,0.0
cube,GCIVL,33,clip_std,0.2324,0.2399,0.0
cube,GCIVL,34,raw,0.6504,0.079,0.9475
cube,GCIVL,34,zscore,0.1884,0.2248,0.0168
cube,GCIVL,34,rank,0.9242,0.0772,0.0
cube,GCIVL,34,clip_std,0.2126,0.2778,0.0
cube,GCIVL,35,raw,0.1278,0.416,0.0897
cube,GCIVL,35,zscore,0.3007,0.2193,0.0113
cube,GCIVL,35,rank,0.9242,0.0772,0.0
cube,GCIVL,35,clip_std,0.2463,0.2919,0.0
cube,GCIVL,36,raw,0.3741,0.1697,0.6023
cube,GCIVL,36,zscore,0.1774,0.2358,0.0276
cube,GCIVL,36,rank,0.9242,0.0772,0.0
cube,GCIVL,36,clip_std,0.2081,0.2828,0.0
cube,GCIVL,37,raw,0.6515,0.0796,0.9264
cube,GCIVL,37,zscore,0.3067,0.1661,0.0121
cube,GCIVL,37,rank,0.9242,0.0772,0.0
cube,GCIVL,37,clip_std,0.2405,0.2332,0.0
cube,GCIVL,38,raw,0.6958,0.0729,0.9708
cube,GCIVL,38,zscore,0.1777,0.218,0.0226
cube,GCIVL,38,rank,0.9242,0.0772,0.0
cube,GCIVL,38,clip_std,0.227,0.264,0.0
cube,GCIVL,39,raw,0.5586,0.0966,0.846
cube,GCIVL,39,zscore,0.356,0.1838,0.0
cube,GCIVL,39,rank,0.9242,0.0772,0.0
cube,GCIVL,39,clip_std,0.244,0.2509,0.0
cube,GCIVL,40,raw,0.5301,0.1027,0.8287
cube,GCIVL,40,zscore,0.1899,0.2274,0.0167
cube,GCIVL,40,rank,0.9242,0.0772,0.0
cube,GCIVL,40,clip_std,0.209,0.2806,0.0
cube,GCIVL,41,raw,0.6333,0.0805,0.9606
cube,GCIVL,41,zscore,0.2784,0.2127,0.0114
cube,GCIVL,41,rank,0.9242,0.0772,0.0
cube,GCIVL,41,clip_std,0.2475,0.278,0.0
cube,GCIVL,42,raw,0.6497,0.0792,0.9425
cube,GCIVL,42,zscore,0.166,0.2374,0.0276
cube,GCIVL,42,rank,0.9242,0.0772,0.0
cube,GCIVL,42,clip_std,0.212,0.2822,0.0
cube,GCIVL,43,raw,0.4319,0.1415,0.6509
cube,GCIVL,43,zscore,0.3349,0.1797,0.0
cube,GCIVL,43,rank,0.9242,0.0772,0.0
cube,GCIVL,43,clip_std,0.2206,0.2533,0.0
cube,GCIVL,44,raw,0.148,0.4633,0.2275
cube,GCIVL,44,zscore,0.1652,0.2291,0.039
cube,GCIVL,44,rank,0.9242,0.0772,0.0
cube,GCIVL,44,clip_std,0.2177,0.2742,0.0
cube,GCIVL,45,raw,0.6841,0.0747,0.9554
cube,GCIVL,45,zscore,0.3071,0.1811,0.0118
cube,GCIVL,45,rank,0.9242,0.0772,0.0
cube,GCIVL,45,clip_std,0.2481,0.2462,0.0
cube,GCIVL,46,raw,0.6676,0.0766,0.9561
cube,GCIVL,46,zscore,0.1881,0.2299,0.0222
cube,GCIVL,46,rank,0.9242,0.0772,0.0
cube,GCIVL,46,clip_std,0.2076,0.2818,0.0
cube,GCIVL,47,raw,0.6121,0.0863,0.8865
cube,GCIVL,47,zscore,0.3992,0.1637,0.0
cube,GCIVL,47,rank,0.9242,0.0772,0.0
cube,GCIVL,47,clip_std,0.24,0.2348,0.0
cube,GCIVL,48,raw,0.5738,0.0923,0.8818
cube,GCIVL,48,zscore,0.1909,0.2281,0.0167
cube,GCIVL,48,rank,0.9242,0.0772,0.0
cube,GCIVL,48,clip_std,0.2081,0.2813,0.0
cube,GCIVL,49,raw,0.6782,0.0752,0.958
cube,GCIVL,49,zscore,0.3551,0.1767,0.0
cube,GCIVL,49,rank,0.9242,0.0772,0.0
cube,GCIVL,49,clip_std,0.2335,0.2481,0.0
cube,GCIVL,50,raw,0.6676,0.0767,0.9497
cube,GCIVL,50,zscore,0.1697,0.2218,0.0394
cube,GCIVL,50,rank,0.9242,0.0772,0.0
cube,GCIVL,50,clip_std,0.2228,0.2676,0.0
cube,GCIVL,51,raw,0.1849,0.4484,0.2483
cube,GCIVL,51,zscore,0.3336,0.1825,0.0059
cube,GCIVL,51,rank,0.9242,0.0772,0.0
cube,GCIVL,51,clip_std,0.2558,0.2449,0.0
cube,GCIVL,52,raw,0.4527,0.1284,0.723
cube,GCIVL,52,zscore,0.1611,0.236,0.0332
cube,GCIVL,52,rank,0.9242,0.0772,0.0
cube,GCIVL,52,clip_std,0.2146,0.2798,0.0
cube,GCIVL,53,raw,0.6622,0.0777,0.9394
cube,GCIVL,53,zscore,0.2976,0.1821,0.0059
cube,GCIVL,53,rank,0.9242,0.0772,0.0
cube,GCIVL,53,clip_std,0.2431,0.2475,0.0
cube,GCIVL,54,raw,0.6833,0.0745,0.9639
cube,GCIVL,54,zscore,0.189,0.2263,0.0168
cube,GCIVL,54,rank,0.9242,0.0772,0.0
cube,GCIVL,54,clip_std,0.2105,0.2795,0.0
cube,GCIVL,55,raw,0.425,0.132,0.7867
cube,GCIVL,55,zscore,0.2827,0.2014,0.0173
cube,GCIVL,55,rank,0.9242,0.0772,0.0
cube,GCIVL,55,clip_std,0.2642,0.2673,0.0
cube,GCIVL,56,raw,0.5693,0.0942,0.859
cube,GCIVL,56,zscore,0.2189,0.2063,0.0172
cube,GCIVL,56,rank,0.9242,0.0772,0.0
cube,GCIVL,56,clip_std,0.2354,0.2575,0.0
cube,GCIVL,57,raw,0.6982,0.0727,0.9679
cube,GCIVL,57,zscore,0.2602,0.1958,0.0174
cube,GCIVL,57,rank,0.9242,0.0772,0.0
cube,GCIVL,57,clip_std,0.2334,0.2554,0.0
cube,GCIVL,58,raw,0.6326,0.0817,0.9327
cube,GCIVL,58,zscore,0.1822,0.2334,0.0222
cube,GCIVL,58,rank,0.9242,0.0772,0.0
cube,GCIVL,58,clip_std,0.2078,0.2824,0.0
cube,GCIVL,59,raw,0.2724,0.2903,0.4246
cube,GCIVL,59,zscore,0.3927,0.154,0.0122
cube,GCIVL,59,rank,0.9242,0.0772,0.0
cube,GCIVL,59,clip_std,0.2755,0.2231,0.0
cube,GCIVL,60,raw,0.9918,0.058,0.0
cube,GCIVL,60,zscore,0.1897,0.2234,0.0112
cube,GCIVL,60,rank,0.9242,0.0772,0.0
cube,GCIVL,60,clip_std,0.214,0.2766,0.0
cube,GCIVL,61,raw,0.5744,0.0897,0.94
cube,GCIVL,61,zscore,0.2854,0.2113,0.0114
cube,GCIVL,61,rank,0.9242,0.0772,0.0
cube,GCIVL,61,clip_std,0.2329,0.2873,0.0
cube,GCIVL,62,raw,0.675,0.0756,0.9589
cube,GCIVL,62,zscore,0.1706,0.2376,0.0276
cube,GCIVL,62,rank,0.9242,0.0772,0.0
cube,GCIVL,62,clip_std,0.2107,0.2829,0.0
cube,GCIVL,63,raw,0.638,0.0816,0.9141
cube,GCIVL,63,zscore,0.315,0.1755,0.006
cube,GCIVL,63,rank,0.9242,0.0772,0.0
cube,GCIVL,63,clip_std,0.2401,0.241,0.0
cube,QRL,0,raw,0.5373,0.0965,0.9271
cube,QRL,0,zscore,0.0744,0.369,0.1586
cube,QRL,0,rank,0.9242,0.0772,0.0
cube,QRL,0,clip_std,0.2058,0.3179,0.0
cube,QRL,1,raw,0.1328,0.4369,0.1647
cube,QRL,1,zscore,0.1938,0.2392,0.0215
cube,QRL,1,rank,0.9242,0.0772,0.0
cube,QRL,1,clip_std,0.3324,0.2386,0.0
cube,QRL,2,raw,0.458,0.1177,0.8548
cube,QRL,2,zscore,0.0757,0.3688,0.1435
cube,QRL,2,rank,0.9242,0.0772,0.0
cube,QRL,2,clip_std,0.2208,0.3092,0.0
cube,QRL,3,raw,0.5666,0.0904,0.9524
cube,QRL,3,zscore,0.0765,0.3751,0.1424
cube,QRL,3,rank,0.9242,0.0772,0.0
cube,QRL,3,clip_std,0.1457,0.3683,0.0
cube,QRL,4,raw,0.5768,0.0885,0.959
cube,QRL,4,zscore,0.0792,0.3646,0.1298
cube,QRL,4,rank,0.9242,0.0772,0.0
cube,QRL,4,clip_std,0.2322,0.3047,0.0
cube,QRL,5,raw,0.4771,0.1118,0.8767
cube,QRL,5,zscore,0.0716,0.3792,0.1694
cube,QRL,5,rank,0.9242,0.0772,0.0
cube,QRL,5,clip_std,0.1336,0.3756,0.0
cube,QRL,6,raw,0.2331,0.3102,0.4954
cube,QRL,6,zscore,0.0737,0.3696,0.1779
cube,QRL,6,rank,0.9242,0.0772,0.0
cube,QRL,6,clip_std,0.1926,0.329,0.0
cube,QRL,7,raw,0.5366,0.0964,0.9342
cube,QRL,7,zscore,0.0832,0.3409,0.1324
cube,QRL,7,rank,0.9242,0.0772,0.0
cube,QRL,7,clip_std,0.1948,0.3193,0.0
cube,QRL,8,raw,0.558,0.0922,0.9433
cube,QRL,8,zscore,0.0767,0.369,0.1336
cube,QRL,8,rank,0.9242,0.0772,0.0
cube,QRL,8,clip_std,0.2293,0.305,0.0
cube,QRL,9,raw,0.3653,0.1577,0.7445
cube,QRL,9,zscore,0.0796,0.3822,0.1205
cube,QRL,9,rank,0.9242,0.0772,0.0
cube,QRL,9,clip_std,0.1606,0.3643,0.0
cube,QRL,10,raw,0.5151,0.1015,0.9127
cube,QRL,10,zscore,0.0757,0.3668,0.1588
cube,QRL,10,rank,0.9242,0.0772,0.0
cube,QRL,10,clip_std,0.2095,0.3154,0.0
cube,QRL,11,raw,0.5897,0.0863,0.9643
cube,QRL,11,zscore,0.1358,0.273,0.0621
cube,QRL,11,rank,0.9242,0.0772,0.0
cube,QRL,11,clip_std,0.2908,0.2584,0.0
cube,QRL,12,raw,0.5602,0.0915,0.9506
cube,QRL,12,zscore,0.0824,0.3673,0.1411
cube,QRL,12,rank,0.9242,0.0772,0.0
cube,QRL,12,clip_std,0.1784,0.3476,0.0
cube,QRL,13,raw,0.4349,0.1254,0.8364
cube,QRL,13,zscore,0.1166,0.2727,0.0802
cube,QRL,13,rank,0.9242,0.0772,0.0
cube,QRL,13,clip_std,0.2326,0.2755,0.0
cube,QRL,14,raw,0.0841,0.3925,0.202
cube,QRL,14,zscore,0.0788,0.3655,0.1296
cube,QRL,14,rank,0.9242,0.0772,0.0
cube,QRL,14,clip_std,0.2319,0.3043,0.0
cube,QRL,15,raw,0.5272,0.0989,0.9168
cube,QRL,15,zscore,0.0726,0.3677,0.1765
cube,QRL,15,rank,0.9242,0.0772,0.0
cube,QRL,15,clip_std,0.1562,0.348,0.0
cube,QRL,16,raw,0.5216,0.1002,0.9147
cube,QRL,16,zscore,0.0775,0.3676,0.1293
cube,QRL,16,rank,0.9242,0.0772,0.0
cube,QRL,16,clip_std,0.2299,0.3051,0.0
cube,QRL,17,raw,0.1223,0.2379,0.0742
cube,QRL,17,zscore,0.0738,0.3688,0.1561
cube,QRL,17,rank,0.9242,0.0772,0.0
cube,QRL,17,clip_std,0.1641,0.344,0.0
cube,QRL,18,raw,0.4042,0.138,0.7931
cube,QRL,18,zscore,0.0779,0.3706,0.1543
cube,QRL,18,rank,0.9242,0.0772,0.0
cube,QRL,18,clip_std,0.1849,0.3379,0.0
cube,QRL,19,raw,0.5681,0.0903,0.9486
cube,QRL,19,zscore,0.0991,0.2977,0.1128
cube,QRL,19,rank,0.9242,0.0772,0.0
cube,QRL,19,clip_std,0.2456,0.2762,0.0
cube,QRL,20,raw,0.5829,0.0874,0.9625
cube,QRL,20,zscore,0.0758,0.3688,0.1436
cube,QRL,20,rank,0.9242,0.0772,0.0
cube,QRL,20,clip_std,0.22,0.3096,0.0
cube,QRL,21,raw,0.5109,0.1028,0.9046
cube,QRL,21,zscore,0.1404,0.2643,0.0575
cube,QRL,21,rank,0.9242,0.0772,0.0
cube,QRL,21,clip_std,0.3158,0.2484,0.0
cube,QRL,22,raw,0.3537,0.1653,0.7207
cube,QRL,22,zscore,0.0753,0.3713,0.1286
cube,QRL,22,rank,0.9242,0.0772,0.0
cube,QRL,22,clip_std,0.228,0.3056,0.0
cube,QRL,23,raw,0.5522,0.093,0.9468
cube,QRL,23,zscore,0.0825,0.3676,0.1241
cube,QRL,23,rank,0.9242,0.0772,0.0
cube,QRL,23,clip_std,0.1594,0.3615,0.0
cube,QRL,24,raw,0.5467,0.0941,0.9423
cube,QRL,24,zscore,0.0771,0.3681,0.1594
cube,QRL,24,rank,0.9242,0.0772,0.0
cube,QRL,24,clip_std,0.1903,0.334,0.0
cube,QRL,25,raw,0.3135,0.1971,0.6442
cube,QRL,25,zscore,0.0872,0.3168,0.1266
cube,QRL,25,rank,0.9242,0.0772,0.0
cube,QRL,25,clip_std,0.1964,0.302,0.0
cube,QRL,26,raw,0.483,0.1099,0.8917
cube,QRL,26,zscore,0.0803,0.3621,0.1442
cube,QRL,26,rank,0.9242,0.0772,0.0
cube,QRL,26,clip_std,0.234,0.3039,0.0
cube,QRL,27,raw,0.5749,0.0888,0.961
cube,QRL,27,zscore,0.0706,0.3823,0.1811
cube,QRL,27,rank,0.9242,0.0772,0.0
cube,QRL,27,clip_std,0.1466,0.3587,0.0
cube,QRL,28,raw,0.5733,0.0891,0.9557
cube,QRL,28,zscore,0.0755,0.371,0.1288
cube,QRL,28,rank,0.9242,0.0772,0.0
cube,QRL,28,clip_std,0.2264,0.3064,0.0
cube,QRL,29,raw,0.4568,0.1181,0.8579
cube,QRL,29,zscore,0.07,0.401,0.1737
cube,QRL,29,rank,0.9242,0.0772,0.0
cube,QRL,29,clip_std,0.1372,0.3854,0.0
cube,QRL,30,raw,0.1938,0.4179,0.4131
cube,QRL,30,zscore,0.0722,0.3708,0.181
cube,QRL,30,rank,0.9242,0.0772,0.0
cube,QRL,30,clip_std,0.1954,0.3254,0.0
cube,QRL,31,raw,0.5569,0.0926,0.9383
cube,QRL,31,zscore,0.1872,0.2361,0.0378
cube,QRL,31,rank,0.9242,0.0772,0.0
cube,QRL,31,clip_std,0.3268,0.2394,0.0
cube,QRL,32,raw,0.5401,0.096,0.9276
cube,QRL,32,zscore,0.0758,0.3696,0.1384
cube,QRL,32,rank,0.9242,0.0772,0.0
cube,QRL,32,clip_std,0.2239,0.3074,0.0
cube,QRL,33,raw,0.1749,0.4725,0.4046
cube,QRL,33,zscore,0.068,0.3854,0.1915
cube,QRL,33,rank,0.9242,0.0772,0.0
cube,QRL,33,clip_std,0.1399,0.3687,0.0
cube,QRL,34,raw,0.47,0.114,0.8677
cube,QRL,34,zscore,0.0735,0.3702,0.1724
cube,QRL,34,rank,0.9242,0.0772,0.0
cube,QRL,34,clip_std,0.2036,0.3194,0.0
cube,QRL,35,raw,0.5856,0.0872,0.9573
cube,QRL,35,zscore,0.1832,0.2396,0.0384
cube,QRL,35,rank,0.9242,0.0772,0.0
cube,QRL,35,clip_std,0.2939,0.2508,0.0
cube,QRL,36,raw,0.5746,0.0887,0.9616
cube,QRL,36,zscore,0.0753,0.368,0.1689
cube,QRL,36,rank,0.9242,0.0772,0.0
cube,QRL,36,clip_std,0.1919,0.3302,0.0
cube,QRL,37,raw,0.4866,0.1089,0.8881
cube,QRL,37,zscore,0.09,0.3307,0.1192
cube,QRL,37,rank,0.9242,0.0772,0.0
cube,QRL,37,clip_std,0.1907,0.3225,0.0
cube,QRL,38,raw,0.2843,0.2349,0.5352
cube,QRL,38,zscore,0.08,0.3631,0.1393
cube,QRL,38,rank,0.9242,0.0772,0.0
cube,QRL,38,clip_std,0.233,0.3044,0.0
cube,QRL,39,raw,0.5536,0.0932,0.9362
cube,QRL,39,zscore,0.0702,0.3847,0.1878
cube,QRL,39,rank,0.9242,0.0772,0.0
cube,QRL,39,clip_std,0.1747,0.3416,0.0
cube,QRL,40,raw,0.5574,0.0923,0.9432
cube,QRL,40,zscore,0.0758,0.3671,0.1537
cube,QRL,40,rank,0.9242,0.0772,0.0
cube,QRL,40,clip_std,0.2141,0.3125,0.0
cube,QRL,41,raw,0.3307,0.1854,0.654
cube,QRL,41,zscore,0.1516,0.2478,0.0487
cube,QRL,41,rank,0.9242,0.0772,0.0
cube,QRL,41,clip_std,0.2927,0.2489,0.0
cube,QRL,42,raw,0.5038,0.1044,0.9034
cube,QRL,42,zscore,0.0764,0.3695,0.1336
cube,QRL,42,rank,0.9242,0.0772,0.0
cube,QRL,42,clip_std,0.2291,0.3052,0.0
cube,QRL,43,raw,0.5786,0.088,0.9638
cube,QRL,43,zscore,0.0781,0.3788,0.1488
cube,QRL,43,rank,0.9242,0.0772,0.0
cube,QRL,43,clip_std,0.168,0.3543,0.0
cube,QRL,44,raw,0.5636,0.091,0.9451
cube,QRL,44,zscore,0.0787,0.366,0.1296
cube,QRL,44,rank,0.9242,0.0772,0.0
cube,QRL,44,clip_std,0.2315,0.3048,0.0
cube,QRL,45,raw,0.4078,0.1375,0.7893
cube,QRL,45,zscore,0.0733,0.3834,0.1571
cube,QRL,45,rank,0.9242,0.0772,0.0
cube,QRL,45,clip_std,0.1642,0.3519,0.0
cube,QRL,46,raw,0.2381,0.1245,0.035
cube,QRL,46,zscore,0.0767,0.3739,0.1627
cube,QRL,46,rank,0.9242,0.0772,0.0
cube,QRL,46,clip_std,0.183,0.3417,0.0
cube,QRL,47,raw,0.5285,0.0988,0.9121
cube,QRL,47,zscore,0.1097,0.2811,0.0997
cube,QRL,47,rank,0.9242,0.0772,0.0
cube,QRL,47,clip_std,0.2557,0.2696,0.0
cube,QRL,48,raw,0.5265,0.0988,0.9232
cube,QRL,48,zscore,0.0789,0.3696,0.1497
cube,QRL,48,rank,0.9242,0.0772,0.0
cube,QRL,48,clip_std,0.1832,0.3408,0.0
cube,QRL,49,raw,0.1115,0.469,0.2069
cube,QRL,49,zscore,0.1001,0.3096,0.1057
cube,QRL,49,rank,0.9242,0.0772,0.0
cube,QRL,49,clip_std,0.2427,0.2834,0.0
cube,QRL,50,raw,0.4185,0.1315,0.8176
cube,QRL,50,zscore,0.0776,0.3678,0.1293
cube,QRL,50,rank,0.9242,0.0772,0.0
cube,QRL,50,clip_std,0.2296,0.3055,0.0
cube,QRL,51,raw,0.569,0.09,0.9523
cube,QRL,51,zscore,0.079,0.3576,0.1454
cube,QRL,51,rank,0.9242,0.0772,0.0
cube,QRL,51,clip_std,0.1562,0.3512,0.0
cube,QRL,52,raw,0.5821,0.0875,0.9624
cube,QRL,52,zscore,0.0758,0.3706,0.1334
cube,QRL,52,rank,0.9242,0.0772,0.0
cube,QRL,52,clip_std,0.2277,0.3057,0.0
cube,QRL,53,raw,0.5008,0.105,0.9011
cube,QRL,53,zscore,0.0798,0.3719,0.1151
cube,QRL,53,rank,0.9242,0.0772,0.0
cube,QRL,53,clip_std,0.1368,0.38,0.0
cube,QRL,54,raw,0.3839,0.1484,0.7618
cube,QRL,54,zscore,0.0755,0.3679,0.1533
cube,QRL,54,rank,0.9242,0.0772,0.0
cube,QRL,54,clip_std,0.2163,0.3113,0.0
cube,QRL,55,raw,0.572,0.0897,0.9481
cube,QRL,55,zscore,0.1247,0.2755,0.0785
cube,QRL,55,rank,0.9242,0.0772,0.0
cube,QRL,55,clip_std,0.2767,0.2635,0.0
cube,QRL,56,raw,0.5472,0.0943,0.9366
cube,QRL,56,zscore,0.0799,0.3632,0.1393
cube,QRL,56,rank,0.9242,0.0772,0.0
cube,QRL,56,clip_std,0.2335,0.3041,0.0
cube,QRL,57,raw,0.2415,0.2884,0.524
cube,QRL,57,zscore,0.0694,0.3946,0.171
cube,QRL,57,rank,0.9242,0.0772,0.0
cube,QRL,57,clip_std,0.1308,0.3838,0.0
cube,QRL,58,raw,0.4785,0.1109,0.883
cube,QRL,58,zscore,0.0775,0.3655,0.165
cube,QRL,58,rank,0.9242,0.0772,0.0
cube,QRL,58,clip_std,0.189,0.3339,0.0
cube,QRL,59,raw,0.5724,0.0893,0.956
cube,QRL,59,zscore,0.0987,0.3083,0.1157
cube,QRL,59,rank,0.9242,0.0772,0.0
cube,QRL,59,clip_std,0.2506,0.2817,0.0
cube,QRL,60,raw,0.5711,0.0895,0.954
cube,QRL,60,zscore,0.0725,0.3703,0.182
cube,QRL,60,rank,0.9242,0.0772,0.0
cube,QRL,60,clip_std,0.1978,0.3239,0.0
cube,QRL,61,raw,0.4527,0.1199,0.8417
cube,QRL,61,zscore,0.1568,0.2539,0.0478
cube,QRL,61,rank,0.9242,0.0772,0.0
cube,QRL,61,clip_std,0.3244,0.2459,0.0
cube,QRL,62,raw,0.148,0.5147,0.333
cube,QRL,62,zscore,0.0759,0.3698,0.1384
cube,QRL,62,rank,0.9242,0.0772,0.0
cube,QRL,62,clip_std,0.225,0.307,0.0
cube,QRL,63,raw,0.5268,0.0986,0.9253
cube,QRL,63,zscore,0.075,0.3868,0.1442
cube,QRL,63,rank,0.9242,0.0772,0.0
cube,QRL,63,clip_std,0.1524,0.3694,0.0
scene,CRL,0,raw,0.3237,0.1564,0.9755
scene,CRL,0,zscore,0.2731,0.2996,0.0
scene,CRL,0,rank,0.9242,0.0772,0.0
scene,CRL,0,clip_std,0.3453,0.2856,0.0
scene,CRL,1,raw,0.0081,0.9474,0.0
scene,CRL,1,zscore,0.675,0.0995,0.0
scene,CRL,1,rank,0.9242,0.0772,0.0
scene,CRL,1,clip_std,0.675,0.0995,0.0
scene,CRL,2,raw,0.2959,0.1755,0.9249
scene,CRL,2,zscore,0.2232,0.3042,0.0
scene,CRL,2,rank,0.9242,0.0772,0.0
scene,CRL,2,clip_std,0.349,0.2793,0.0
scene,CRL,3,raw,0.2997,0.1688,0.9764
scene,CRL,3,zscore,0.3068,0.2913,0.0
scene,CRL,3,rank,0.9242,0.0772,0.0
scene,CRL,3,clip_std,0.3532,0.2829,0.0
scene,CRL,4,raw,0.3402,0.1486,0.9771
scene,CRL,4,zscore,0.218,0.3057,0.0
scene,CRL,4,rank,0.9242,0.0772,0.0
scene,CRL,4,clip_std,0.3472,0.2804,0.0
scene,CRL,5,raw,0.2775,0.1846,0.9534
scene,CRL,5,zscore,0.322,0.2831,0.0
scene,CRL,5,rank,0.9242,0.0772,0.0
scene,CRL,5,clip_std,0.3582,0.2766,0.0
scene,CRL,6,raw,0.2204,0.2518,0.8135
scene,CRL,6,zscore,0.2266,0.3053,0.0
scene,CRL,6,rank,0.9242,0.0772,0.0
scene,CRL,6,clip_std,0.3474,0.2808,0.0
scene,CRL,7,raw,1.0,0.05,0.0
scene,CRL,7,zscore,0.7062,0.0975,0.0
scene,CRL,7,rank,0.9242,0.0772,0.0
scene,CRL,7,clip_std,0.7062,0.0975,0.0
scene,CRL,8,raw,0.3219,0.1589,0.9564
scene,CRL,8,zscore,0.2227,0.304,0.0
scene,CRL,8,rank,0.9242,0.0772,0.0
scene,CRL,8,clip_std,0.349,0.2792,0.0
scene,CRL,9,raw,0.428,0.2334,0.0
scene,CRL,9,zscore,0.2792,0.2968,0.0
scene,CRL,9,rank,0.9242,0.0772,0.0
scene,CRL,9,clip_std,0.3463,0.2849,0.0
scene,CRL,10,raw,0.3171,0.1607,0.9629
scene,CRL,10,zscore,0.2543,0.3041,0.0
scene,CRL,10,rank,0.9242,0.0772,0.0
scene,CRL,10,clip_std,0.3424,0.2858,0.0
scene,CRL,11,raw,0.0167,0.9999,0.7548
scene,CRL,11,zscore,0.6592,0.0924,0.0
scene,CRL,11,rank,0.9242,0.0772,0.0
scene,CRL,11,clip_std,0.6592,0.0924,0.0
scene,CRL,12,raw,0.3344,0.1513,0.9766
scene,CRL,12,zscore,0.2372,0.3062,0.0
scene,CRL,12,rank,0.9242,0.0772,0.0
scene,CRL,12,clip_std,0.3438,0.2838,0.0
scene,CRL,13,raw,0.4,0.125,1.0
scene,CRL,13,zscore,0.7399,0.0965,0.0
scene,CRL,13,rank,0.9242,0.0772,0.0
scene,CRL,13,clip_std,0.7399,0.0965,0.0
scene,CRL,14,raw,0.2451,0.2201,0.8603
scene,CRL,14,zscore,0.2212,0.3044,0.0
scene,CRL,14,rank,0.9242,0.0772,0.0
scene,CRL,14,clip_std,0.3485,0.2795,0.0
scene,CRL,15,raw,0.1699,0.304,0.9461
scene,CRL,15,zscore,0.8272,0.0658,0.0
scene,CRL,15,rank,0.9242,0.0772,0.0
scene,CRL,15,clip_std,0.8272,0.0658,0.0
scene,CRL,16,raw,0.3303,0.154,0.9657
scene,CRL,16,zscore,0.2218,0.3042,0.0
scene,CRL,16,rank,0.9242,0.0772,0.0
scene,CRL,16,clip_std,0.3487,0.2794,0.0
scene,CRL,17,raw,0.0627,0.8545,0.7599
scene,CRL,17,zscore,0.8317,0.0621,0.0
scene,CRL,17,rank,0.9242,0.0772,0.0
scene,CRL,17,clip_std,0.8317,0.0621,0.0
scene,CRL,18,raw,0.3049,0.1691,0.9428
scene,CRL,18,zscore,0.2294,0.3057,0.0
scene,CRL,18,rank,0.9242,0.0772,0.0
scene,CRL,18,clip_std,0.3463,0.2817,0.0
scene,CRL,19,raw,0.2,0.25,1.0
scene,CRL,19,zscore,0.4193,0.1673,0.0
scene,CRL,19,rank,0.9242,0.0772,0.0
scene,CRL,19,clip_std,0.4193,0.1673,0.0
scene,CRL,20,raw,0.3361,0.1504,0.9792
scene,CRL,20,zscore,0.2398,0.3061,0.0
scene,CRL,20,rank,0.9242,0.0772,0.0
scene,CRL,20,clip_std,0.3432,0.2844,0.0
scene,CRL,21,raw,0.2537,0.1974,0.9958
scene,CRL,21,zscore,0.6364,0.1117,0.0
scene,CRL,21,rank,0.9242,0.0772,0.0
scene,CRL,21,clip_std,0.6364,0.1117,0.0
scene,CRL,22,raw,0.0995,0.6542,0.4406
scene,CRL,22,zscore,0.2228,0.304,0.0
scene,CRL,22,rank,0.9242,0.0772,0.0
scene,CRL,22,clip_std,0.3491,0.2792,0.0
