env,algo,config,norm,ess,top5_mass,saturation_mass
antmaze-medium,QRL,17,clip_std,0.5267,0.162,0.0
antmaze-medium,QRL,18,raw,0.5464,0.0937,0.9549
antmaze-medium,QRL,18,zscore,0.4138,0.1814,0.0103
antmaze-medium,QRL,18,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,18,clip_std,0.5525,0.1765,0.0
antmaze-medium,QRL,19,raw,0.5329,0.0973,0.9234
antmaze-medium,QRL,19,zscore,0.254,0.174,0.0271
antmaze-medium,QRL,19,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,19,clip_std,0.5611,0.1577,0.0
antmaze-medium,QRL,20,raw,0.5253,0.098,0.9455
antmaze-medium,QRL,20,zscore,0.4407,0.1801,0.0051
antmaze-medium,QRL,20,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,20,clip_std,0.5501,0.1753,0.0
antmaze-medium,QRL,21,raw,0.5966,0.0854,0.9641
antmaze-medium,QRL,21,zscore,0.2008,0.1883,0.0321
antmaze-medium,QRL,21,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,21,clip_std,0.5316,0.1615,0.0
antmaze-medium,QRL,22,raw,0.5987,0.0849,0.9695
antmaze-medium,QRL,22,zscore,0.4013,0.1665,0.0053
antmaze-medium,QRL,22,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,22,clip_std,0.5829,0.1601,0.0
antmaze-medium,QRL,23,raw,0.3002,0.2508,0.0408
antmaze-medium,QRL,23,zscore,0.1645,0.1963,0.0695
antmaze-medium,QRL,23,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,23,clip_std,0.5161,0.1646,0.0
antmaze-medium,QRL,24,raw,0.2948,0.2483,0.3966
antmaze-medium,QRL,24,zscore,0.473,0.1697,0.0
antmaze-medium,QRL,24,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,24,clip_std,0.5765,0.1672,0.0
antmaze-medium,QRL,25,raw,0.609,0.0834,0.9695
antmaze-medium,QRL,25,zscore,0.2487,0.1756,0.0271
antmaze-medium,QRL,25,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,25,clip_std,0.5531,0.1589,0.0
antmaze-medium,QRL,26,raw,0.5992,0.0848,0.9701
antmaze-medium,QRL,26,zscore,0.1875,0.1948,0.0474
antmaze-medium,QRL,26,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,26,clip_std,0.5335,0.1642,0.0
antmaze-medium,QRL,27,raw,0.5581,0.0922,0.946
antmaze-medium,QRL,27,zscore,0.1726,0.1946,0.0426
antmaze-medium,QRL,27,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,27,clip_std,0.5291,0.1616,0.0
antmaze-medium,QRL,28,raw,0.5485,0.0942,0.9373
antmaze-medium,QRL,28,zscore,0.2945,0.1697,0.0269
antmaze-medium,QRL,28,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,28,clip_std,0.5674,0.1599,0.0
antmaze-medium,QRL,29,raw,0.587,0.0871,0.9579
antmaze-medium,QRL,29,zscore,0.1666,0.1958,0.0646
antmaze-medium,QRL,29,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,29,clip_std,0.5077,0.1663,0.0
antmaze-medium,QRL,30,raw,0.5745,0.0884,0.9709
antmaze-medium,QRL,30,zscore,0.3167,0.1952,0.0203
antmaze-medium,QRL,30,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,30,clip_std,0.5322,0.1824,0.0
antmaze-medium,QRL,31,raw,0.3516,0.1867,0.5017
antmaze-medium,QRL,31,zscore,0.243,0.1777,0.027
antmaze-medium,QRL,31,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,31,clip_std,0.5394,0.1606,0.0
antmaze-medium,QRL,32,raw,0.379,0.1579,0.6458
antmaze-medium,QRL,32,zscore,0.3633,0.1656,0.0159
antmaze-medium,QRL,32,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,32,clip_std,0.5885,0.158,0.0
antmaze-medium,QRL,33,raw,0.6199,0.0817,0.9755
antmaze-medium,QRL,33,zscore,0.1721,0.1944,0.0644
antmaze-medium,QRL,33,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,33,clip_std,0.5104,0.1662,0.0
antmaze-medium,QRL,34,raw,0.5454,0.0938,0.9545
antmaze-medium,QRL,34,zscore,0.4686,0.1787,0.0
antmaze-medium,QRL,34,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,34,clip_std,0.5531,0.1752,0.0
antmaze-medium,QRL,35,raw,0.5498,0.0937,0.9432
antmaze-medium,QRL,35,zscore,0.2331,0.181,0.0269
antmaze-medium,QRL,35,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,35,clip_std,0.5334,0.1611,0.0
antmaze-medium,QRL,36,raw,0.5196,0.0993,0.9412
antmaze-medium,QRL,36,zscore,0.4957,0.1736,0.0
antmaze-medium,QRL,36,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,36,clip_std,0.5635,0.1708,0.0
antmaze-medium,QRL,37,raw,0.6002,0.0848,0.9673
antmaze-medium,QRL,37,zscore,0.2536,0.1742,0.0271
antmaze-medium,QRL,37,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,37,clip_std,0.5603,0.1578,0.0
antmaze-medium,QRL,38,raw,0.6106,0.0831,0.9708
antmaze-medium,QRL,38,zscore,0.1895,0.19,0.0481
antmaze-medium,QRL,38,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,38,clip_std,0.5348,0.1635,0.0
antmaze-medium,QRL,39,raw,0.3082,0.2619,0.2983
antmaze-medium,QRL,39,zscore,0.1666,0.1967,0.0585
antmaze-medium,QRL,39,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,39,clip_std,0.5265,0.1622,0.0
antmaze-medium,QRL,40,raw,0.6183,0.1435,0.0
antmaze-medium,QRL,40,zscore,0.475,0.1785,0.0051
antmaze-medium,QRL,40,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,40,clip_std,0.5545,0.1756,0.0
antmaze-medium,QRL,41,raw,0.6127,0.0827,0.9716
antmaze-medium,QRL,41,zscore,0.1853,0.1918,0.032
antmaze-medium,QRL,41,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,41,clip_std,0.5304,0.1616,0.0
antmaze-medium,QRL,42,raw,0.5659,0.0901,0.9642
antmaze-medium,QRL,42,zscore,0.3253,0.1839,0.0155
antmaze-medium,QRL,42,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,42,clip_std,0.5537,0.1717,0.0
antmaze-medium,QRL,43,raw,0.5735,0.0893,0.9573
antmaze-medium,QRL,43,zscore,0.1529,0.2012,0.0743
antmaze-medium,QRL,43,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,43,clip_std,0.521,0.1631,0.0
antmaze-medium,QRL,44,raw,0.5277,0.0989,0.914
antmaze-medium,QRL,44,zscore,0.1698,0.1966,0.0641
antmaze-medium,QRL,44,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,44,clip_std,0.5142,0.1663,0.0
antmaze-medium,QRL,45,raw,0.5931,0.086,0.9632
antmaze-medium,QRL,45,zscore,0.1539,0.2007,0.0742
antmaze-medium,QRL,45,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,45,clip_std,0.5241,0.1625,0.0
antmaze-medium,QRL,46,raw,0.5651,0.0899,0.9715
antmaze-medium,QRL,46,zscore,0.4957,0.1875,0.0
antmaze-medium,QRL,46,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,46,clip_std,0.5248,0.1858,0.0
antmaze-medium,QRL,47,raw,0.4829,0.1111,0.8535
antmaze-medium,QRL,47,zscore,0.2568,0.1734,0.0271
antmaze-medium,QRL,47,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,47,clip_std,0.5638,0.1572,0.0
antmaze-medium,QRL,48,raw,0.4452,0.1204,0.8661
antmaze-medium,QRL,48,zscore,0.3353,0.1385,0.0195
antmaze-medium,QRL,48,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,48,clip_std,0.2986,0.1961,0.0203
antmaze-medium,QRL,49,raw,0.6159,0.0823,0.9722
antmaze-medium,QRL,49,zscore,0.2555,0.1738,0.0271
antmaze-medium,QRL,49,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,49,clip_std,0.5622,0.1576,0.0
antmaze-medium,QRL,50,raw,0.5925,0.0861,0.9628
antmaze-medium,QRL,50,zscore,0.1805,0.1936,0.0588
antmaze-medium,QRL,50,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,50,clip_std,0.5145,0.166,0.0
antmaze-medium,QRL,51,raw,0.5157,0.1018,0.8993
antmaze-medium,QRL,51,zscore,0.1608,0.1983,0.0691
antmaze-medium,QRL,51,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,51,clip_std,0.5244,0.1626,0.0
antmaze-medium,QRL,52,raw,0.554,0.0926,0.9505
antmaze-medium,QRL,52,zscore,0.4787,0.1623,0.0053
antmaze-medium,QRL,52,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,52,clip_std,0.5883,0.1601,0.0
antmaze-medium,QRL,53,raw,0.5999,0.0849,0.9651
antmaze-medium,QRL,53,zscore,0.1648,0.1984,0.0641
antmaze-medium,QRL,53,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,53,clip_std,0.5039,0.167,0.0
antmaze-medium,QRL,54,raw,0.5703,0.0891,0.9692
antmaze-medium,QRL,54,zscore,0.458,0.1783,0.0051
antmaze-medium,QRL,54,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,54,clip_std,0.5546,0.1749,0.0
antmaze-medium,QRL,55,raw,0.2748,0.1119,0.0318
antmaze-medium,QRL,55,zscore,0.2128,0.186,0.0268
antmaze-medium,QRL,55,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,55,clip_std,0.5318,0.1617,0.0
antmaze-medium,QRL,56,raw,0.3003,0.2791,0.0328
antmaze-medium,QRL,56,zscore,0.2024,0.1932,0.0369
antmaze-medium,QRL,56,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,56,clip_std,0.5337,0.1653,0.0
antmaze-medium,QRL,57,raw,0.6075,0.0835,0.971
antmaze-medium,QRL,57,zscore,0.1851,0.1915,0.032
antmaze-medium,QRL,57,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,57,clip_std,0.5298,0.1616,0.0
antmaze-medium,QRL,58,raw,0.5682,0.0897,0.9628
antmaze-medium,QRL,58,zscore,0.3632,0.1841,0.0155
antmaze-medium,QRL,58,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,58,clip_std,0.5481,0.1767,0.0
antmaze-medium,QRL,59,raw,0.5683,0.0902,0.9523
antmaze-medium,QRL,59,zscore,0.245,0.1769,0.027
antmaze-medium,QRL,59,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,59,clip_std,0.5423,0.1602,0.0
antmaze-medium,QRL,60,raw,0.4879,0.1072,0.9091
antmaze-medium,QRL,60,zscore,0.4505,0.1808,0.0051
antmaze-medium,QRL,60,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,60,clip_std,0.5518,0.1765,0.0
antmaze-medium,QRL,61,raw,0.5812,0.0879,0.961
antmaze-medium,QRL,61,zscore,0.2341,0.1808,0.0269
antmaze-medium,QRL,61,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,61,clip_std,0.5338,0.1611,0.0
antmaze-medium,QRL,62,raw,0.61,0.083,0.9769
antmaze-medium,QRL,62,zscore,0.28,0.1736,0.0266
antmaze-medium,QRL,62,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,62,clip_std,0.5683,0.1603,0.0
antmaze-medium,QRL,63,raw,0.4503,0.1221,0.8118
antmaze-medium,QRL,63,zscore,0.1464,0.2055,0.0802
antmaze-medium,QRL,63,rank,0.9242,0.0772,0.0
antmaze-medium,QRL,63,clip_std,0.487,0.1689,0.0
antmaze-large,CRL,0,raw,0.3337,0.1535,0.9512
antmaze-large,CRL,0,zscore,0.1985,0.3459,0.0046
antmaze-large,CRL,0,rank,0.9242,0.0772,0.0
antmaze-large,CRL,0,clip_std,0.2882,0.3343,0.0
antmaze-large,CRL,1,raw,0.2643,0.199,0.9023
antmaze-large,CRL,1,zscore,0.2723,0.2634,0.0
antmaze-large,CRL,1,rank,0.9242,0.0772,0.0
antmaze-large,CRL,1,clip_std,0.3248,0.273,0.0
antmaze-large,CRL,2,raw,0.1324,0.4695,0.6624
antmaze-large,CRL,2,zscore,0.1928,0.2709,0.0252
antmaze-large,CRL,2,rank,0.9242,0.0772,0.0
antmaze-large,CRL,2,clip_std,0.3489,0.2586,0.0
antmaze-large,CRL,3,raw,0.301,0.1693,0.9642
antmaze-large,CRL,3,zscore,0.2246,0.2941,0.0
antmaze-large,CRL,3,rank,0.9242,0.0772,0.0
antmaze-large,CRL,3,clip_std,0.2872,0.2935,0.0
antmaze-large,CRL,4,raw,0.2863,0.1792,0.9489
antmaze-large,CRL,4,zscore,0.1861,0.296,0.0147
antmaze-large,CRL,4,rank,0.9242,0.0772,0.0
antmaze-large,CRL,4,clip_std,0.2988,0.2871,0.0
antmaze-large,CRL,5,raw,0.2203,0.2467,0.8484
antmaze-large,CRL,5,zscore,0.2255,0.2936,0.0
antmaze-large,CRL,5,rank,0.9242,0.0772,0.0
antmaze-large,CRL,5,clip_std,0.2876,0.2933,0.0
antmaze-large,CRL,6,raw,0.2248,0.2437,0.8373
antmaze-large,CRL,6,zscore,0.1438,0.3881,0.0307
antmaze-large,CRL,6,rank,0.9242,0.0772,0.0
antmaze-large,CRL,6,clip_std,0.2332,0.365,0.0
antmaze-large,CRL,7,raw,0.2969,0.1726,0.9544
antmaze-large,CRL,7,zscore,0.2422,0.2801,0.0
antmaze-large,CRL,7,rank,0.9242,0.0772,0.0
antmaze-large,CRL,7,clip_std,0.3003,0.2861,0.0
antmaze-large,CRL,8,raw,0.284,0.1813,0.9397
antmaze-large,CRL,8,zscore,0.2681,0.2534,0.0052
antmaze-large,CRL,8,rank,0.9242,0.0772,0.0
antmaze-large,CRL,8,clip_std,0.3413,0.2603,0.0
antmaze-large,CRL,9,raw,0.2577,0.2036,0.9087
antmaze-large,CRL,9,zscore,0.2178,0.2981,0.0
antmaze-large,CRL,9,rank,0.9242,0.0772,0.0
antmaze-large,CRL,9,clip_std,0.2847,0.2952,0.0
antmaze-large,CRL,10,raw,0.2,0.25,1.0
antmaze-large,CRL,10,zscore,0.4104,0.1687,0.0
antmaze-large,CRL,10,rank,0.9242,0.0772,0.0
antmaze-large,CRL,10,clip_std,0.4104,0.1687,0.0
antmaze-large,CRL,11,raw,0.2971,0.1718,0.9603
antmaze-large,CRL,11,zscore,0.2696,0.2546,0.0052
antmaze-large,CRL,11,rank,0.9242,0.0772,0.0
antmaze-large,CRL,11,clip_std,0.3399,0.262,0.0
antmaze-large,CRL,12,raw,0.3134,0.1625,0.9629
antmaze-large,CRL,12,zscore,0.0673,0.4594,0.1922
antmaze-large,CRL,12,rank,0.9242,0.0772,0.0
antmaze-large,CRL,12,clip_std,0.2238,0.3455,0.0
antmaze-large,CRL,13,raw,0.4842,0.1988,0.0
antmaze-large,CRL,13,zscore,0.2377,0.2857,0.0
antmaze-large,CRL,13,rank,0.9242,0.0772,0.0
antmaze-large,CRL,13,clip_std,0.2932,0.2897,0.0
antmaze-large,CRL,14,raw,0.2782,0.1874,0.9195
antmaze-large,CRL,14,zscore,0.1702,0.3244,0.0095
antmaze-large,CRL,14,rank,0.9242,0.0772,0.0
antmaze-large,CRL,14,clip_std,0.2745,0.3124,0.0
antmaze-large,CRL,15,raw,0.2788,0.1854,0.9364
antmaze-large,CRL,15,zscore,0.2337,0.2886,0.0
antmaze-large,CRL,15,rank,0.9242,0.0772,0.0
antmaze-large,CRL,15,clip_std,0.2909,0.291,0.0
antmaze-large,CRL,16,raw,0.2823,0.1836,0.9311
antmaze-large,CRL,16,zscore,0.0783,0.3832,0.1836
antmaze-large,CRL,16,rank,0.9242,0.0772,0.0
antmaze-large,CRL,16,clip_std,0.2383,0.3218,0.0
antmaze-large,CRL,17,raw,0.2738,0.1896,0.926
antmaze-large,CRL,17,zscore,0.2348,0.2878,0.0
antmaze-large,CRL,17,rank,0.9242,0.0772,0.0
antmaze-large,CRL,17,clip_std,0.2915,0.2907,0.0
antmaze-large,CRL,18,raw,0.0713,0.7134,0.4335
antmaze-large,CRL,18,zscore,0.1973,0.305,0.0145
antmaze-large,CRL,18,rank,0.9242,0.0772,0.0
antmaze-large,CRL,18,clip_std,0.2965,0.3004,0.0
antmaze-large,CRL,19,raw,0.3073,0.1658,0.9622
antmaze-large,CRL,19,zscore,0.2405,0.2827,0.0
antmaze-large,CRL,19,rank,0.9242,0.0772,0.0
antmaze-large,CRL,19,clip_std,0.2965,0.288,0.0
antmaze-large,CRL,20,raw,0.2,0.25,1.0
antmaze-large,CRL,20,zscore,0.4385,0.1607,0.0
antmaze-large,CRL,20,rank,0.9242,0.0772,0.0
antmaze-large,CRL,20,clip_std,0.4385,0.1607,0.0
antmaze-large,CRL,21,raw,0.1768,0.3261,0.7674
antmaze-large,CRL,21,zscore,0.2727,0.2597,0.0052
antmaze-large,CRL,21,rank,0.9242,0.0772,0.0
antmaze-large,CRL,21,clip_std,0.3303,0.2692,0.0
antmaze-large,CRL,22,raw,0.2321,0.2315,0.8666
antmaze-large,CRL,22,zscore,0.2339,0.2591,0.0154
antmaze-large,CRL,22,rank,0.9242,0.0772,0.0
antmaze-large,CRL,22,clip_std,0.3402,0.2593,0.0
antmaze-large,CRL,23,raw,0.2891,0.1774,0.9519
antmaze-large,CRL,23,zscore,0.2159,0.2991,0.0
antmaze-large,CRL,23,rank,0.9242,0.0772,0.0
antmaze-large,CRL,23,clip_std,0.2841,0.2956,0.0
antmaze-large,CRL,24,raw,0.2972,0.1731,0.945
antmaze-large,CRL,24,zscore,0.1125,0.378,0.0353
antmaze-large,CRL,24,rank,0.9242,0.0772,0.0
antmaze-large,CRL,24,clip_std,0.2548,0.3341,0.0
antmaze-large,CRL,25,raw,0.2425,0.2199,0.8811
antmaze-large,CRL,25,zscore,0.2478,0.2766,0.0
antmaze-large,CRL,25,rank,0.9242,0.0772,0.0
antmaze-large,CRL,25,clip_std,0.306,0.2835,0.0
antmaze-large,CRL,26,raw,0.1937,0.2883,0.8095
antmaze-large,CRL,26,zscore,0.2065,0.2753,0.0151
antmaze-large,CRL,26,rank,0.9242,0.0772,0.0
antmaze-large,CRL,26,clip_std,0.3316,0.2719,0.0
antmaze-large,CRL,27,raw,0.2974,0.1717,0.9623
antmaze-large,CRL,27,zscore,0.2294,0.2914,0.0
antmaze-large,CRL,27,rank,0.9242,0.0772,0.0
antmaze-large,CRL,27,clip_std,0.2891,0.2923,0.0
antmaze-large,CRL,28,raw,0.2912,0.1754,0.9593
antmaze-large,CRL,28,zscore,0.1887,0.2738,0.0301
antmaze-large,CRL,28,rank,0.9242,0.0772,0.0
antmaze-large,CRL,28,clip_std,0.3501,0.2601,0.0
antmaze-large,CRL,29,raw,0.1095,0.6033,0.6014
antmaze-large,CRL,29,zscore,0.2204,0.2965,0.0
antmaze-large,CRL,29,rank,0.9242,0.0772,0.0
antmaze-large,CRL,29,clip_std,0.2858,0.2945,0.0
antmaze-large,CRL,30,raw,0.8,0.0625,1.0
antmaze-large,CRL,30,zscore,0.6259,0.1112,0.0
antmaze-large,CRL,30,rank,0.9242,0.0772,0.0
antmaze-large,CRL,30,clip_std,0.6259,0.1112,0.0
antmaze-large,CRL,31,raw,0.2885,0.1788,0.9374
antmaze-large,CRL,31,zscore,0.2647,0.2681,0.0
antmaze-large,CRL,31,rank,0.9242,0.0772,0.0
antmaze-large,CRL,31,clip_std,0.3189,0.277,0.0
antmaze-large,CRL,32,raw,0.2696,0.1923,0.9331
antmaze-large,CRL,32,zscore,0.1892,0.2733,0.0301
antmaze-large,CRL,32,rank,0.9242,0.0772,0.0
antmaze-large,CRL,32,clip_std,0.3498,0.2598,0.0
antmaze-large,CRL,33,raw,0.2679,0.1943,0.9232
antmaze-large,CRL,33,zscore,0.2232,0.2951,0.0
antmaze-large,CRL,33,rank,0.9242,0.0772,0.0
antmaze-large,CRL,33,clip_std,0.2867,0.2939,0.0
antmaze-large,CRL,34,raw,0.0817,0.7366,0.5703
antmaze-large,CRL,34,zscore,0.8318,0.0615,0.0
antmaze-large,CRL,34,rank,0.9242,0.0772,0.0
antmaze-large,CRL,34,clip_std,0.8318,0.0615,0.0
antmaze-large,CRL,35,raw,0.3086,0.1652,0.9617
antmaze-large,CRL,35,zscore,0.269,0.2659,0.0
antmaze-large,CRL,35,rank,0.9242,0.0772,0.0
antmaze-large,CRL,35,clip_std,0.3215,0.2754,0.0
antmaze-large,CRL,36,raw,0.2895,0.1772,0.9529
antmaze-large,CRL,36,zscore,0.096,0.4072,0.0759
antmaze-large,CRL,36,rank,0.9242,0.0772,0.0
antmaze-large,CRL,36,clip_std,0.2596,0.3367,0.0
antmaze-large,CRL,37,raw,0.2062,0.2674,0.8285
antmaze-large,CRL,37,zscore,0.2446,0.2783,0.0
antmaze-large,CRL,37,rank,0.9242,0.0772,0.0
antmaze-large,CRL,37,clip_std,0.3033,0.2847,0.0
antmaze-large,CRL,38,raw,0.2255,0.2391,0.868
antmaze-large,CRL,38,zscore,0.2045,0.2759,0.0201
antmaze-large,CRL,38,rank,0.9242,0.0772,0.0
antmaze-large,CRL,38,clip_std,0.3316,0.2718,0.0
antmaze-large,CRL,39,raw,0.2921,0.1752,0.956
antmaze-large,CRL,39,zscore,0.2272,0.2926,0.0
antmaze-large,CRL,39,rank,0.9242,0.0772,0.0
antmaze-large,CRL,39,clip_std,0.2883,0.2928,0.0
antmaze-large,CRL,40,raw,0.4,0.125,1.0
antmaze-large,CRL,40,zscore,0.6523,0.1039,0.0
antmaze-large,CRL,40,rank,0.9242,0.0772,0.0
antmaze-large,CRL,40,clip_std,0.6523,0.1039,0.0
antmaze-large,CRL,41,raw,0.2459,0.2161,0.8846
antmaze-large,CRL,41,zscore,0.2729,0.2566,0.0052
antmaze-large,CRL,41,rank,0.9242,0.0772,0.0
antmaze-large,CRL,41,clip_std,0.3358,0.2652,0.0
antmaze-large,CRL,42,raw,0.1819,0.3125,0.7872
antmaze-large,CRL,42,zscore,0.2592,0.253,0.0052
antmaze-large,CRL,42,rank,0.9242,0.0772,0.0
antmaze-large,CRL,42,clip_std,0.3438,0.2579,0.0
antmaze-large,CRL,43,raw,0.2985,0.171,0.9599
antmaze-large,CRL,43,zscore,0.2161,0.299,0.0
antmaze-large,CRL,43,rank,0.9242,0.0772,0.0
antmaze-large,CRL,43,clip_std,0.2841,0.2956,0.0
antmaze-large,CRL,44,raw,0.3182,0.1601,0.9632
antmaze-large,CRL,44,zscore,0.096,0.369,0.1036
antmaze-large,CRL,44,rank,0.9242,0.0772,0.0
antmaze-large,CRL,44,clip_std,0.2597,0.3167,0.0
antmaze-large,CRL,45,raw,0.0616,0.7106,0.4417
antmaze-large,CRL,45,zscore,0.2346,0.2879,0.0
antmaze-large,CRL,45,rank,0.9242,0.0772,0.0
antmaze-large,CRL,45,clip_std,0.2914,0.2907,0.0
antmaze-large,CRL,46,raw,0.2668,0.1968,0.9066
antmaze-large,CRL,46,zscore,0.1533,0.3684,0.009
antmaze-large,CRL,46,rank,0.9242,0.0772,0.0
antmaze-large,CRL,46,clip_std,0.246,0.3429,0.0
antmaze-large,CRL,47,raw,0.282,0.1831,0.9412
antmaze-large,CRL,47,zscore,0.2382,0.2849,0.0
antmaze-large,CRL,47,rank,0.9242,0.0772,0.0
antmaze-large,CRL,47,clip_std,0.2941,0.2892,0.0
antmaze-large,CRL,48,raw,0.2793,0.1865,0.9248
antmaze-large,CRL,48,zscore,0.2299,0.2841,0.005
antmaze-large,CRL,48,rank,0.9242,0.0772,0.0
antmaze-large,CRL,48,clip_std,0.288,0.2946,0.0
antmaze-large,CRL,49,raw,0.2771,0.1873,0.9271
antmaze-large,CRL,49,zscore,0.2413,0.2814,0.0
antmaze-large,CRL,49,rank,0.9242,0.0772,0.0
antmaze-large,CRL,49,clip_std,0.2981,0.2872,0.0
antmaze-large,CRL,50,raw,0.0549,0.4466,0.2006
antmaze-large,CRL,50,zscore,0.0844,0.3764,0.1603
antmaze-large,CRL,50,rank,0.9242,0.0772,0.0
antmaze-large,CRL,50,clip_std,0.2591,0.3088,0.0
antmaze-large,CRL,51,raw,0.3061,0.1664,0.9628
antmaze-large,CRL,51,zscore,0.237,0.2863,0.0
antmaze-large,CRL,51,rank,0.9242,0.0772,0.0
antmaze-large,CRL,51,clip_std,0.2925,0.2899,0.0
antmaze-large,CRL,52,raw,0.2885,0.177,0.9599
antmaze-large,CRL,52,zscore,0.2173,0.2642,0.0153
antmaze-large,CRL,52,rank,0.9242,0.0772,0.0
antmaze-large,CRL,52,clip_std,0.3437,0.2589,0.0
antmaze-large,CRL,53,raw,0.1684,0.3486,0.7521
antmaze-large,CRL,53,zscore,0.2147,0.2997,0.0
antmaze-large,CRL,53,rank,0.9242,0.0772,0.0
antmaze-large,CRL,53,clip_std,0.2837,0.2958,0.0
antmaze-large,CRL,54,raw,0.4,0.125,1.0
antmaze-large,CRL,54,zscore,0.6672,0.1002,0.0
antmaze-large,CRL,54,rank,0.9242,0.0772,0.0
antmaze-large,CRL,54,clip_std,0.6672,0.1002,0.0
antmaze-large,CRL,55,raw,0.2923,0.176,0.9443
antmaze-large,CRL,55,zscore,0.2735,0.2617,0.0
antmaze-large,CRL,55,rank,0.9242,0.0772,0.0
antmaze-large,CRL,55,clip_std,0.3268,0.2716,0.0
antmaze-large,CRL,56,raw,0.2851,0.1803,0.9468
antmaze-large,CRL,56,zscore,0.2077,0.2758,0.01
antmaze-large,CRL,56,rank,0.9242,0.0772,0.0
antmaze-large,CRL,56,clip_std,0.3359,0.2697,0.0
antmaze-large,CRL,57,raw,0.2385,0.2232,0.8872
antmaze-large,CRL,57,zscore,0.2313,0.2901,0.0
antmaze-large,CRL,57,rank,0.9242,0.0772,0.0
antmaze-large,CRL,57,clip_std,0.2899,0.2916,0.0
antmaze-large,CRL,58,raw,0.2141,0.2566,0.8375
antmaze-large,CRL,58,zscore,0.128,0.3674,0.0358
antmaze-large,CRL,58,rank,0.9242,0.0772,0.0
antmaze-large,CRL,58,clip_std,0.257,0.3334,0.0
antmaze-large,CRL,59,raw,0.301,0.17,0.9565
antmaze-large,CRL,59,zscore,0.2519,0.2744,0.0
antmaze-large,CRL,59,rank,0.9242,0.0772,0.0
antmaze-large,CRL,59,clip_std,0.3098,0.2817,0.0
antmaze-large,CRL,60,raw,1.0,0.05,0.0
antmaze-large,CRL,60,zscore,0.684,0.1001,0.0
antmaze-large,CRL,60,rank,0.9242,0.0772,0.0
antmaze-large,CRL,60,clip_std,0.684,0.1001,0.0
antmaze-large,CRL,61,raw,0.129,0.4837,0.6855
antmaze-large,CRL,61,zscore,0.2589,0.271,0.0
antmaze-large,CRL,61,rank,0.9242,0.0772,0.0
antmaze-large,CRL,61,clip_std,0.3147,0.2793,0.0
antmaze-large,CRL,62,raw,0.2446,0.2164,0.8964
antmaze-large,CRL,62,zscore,0.1918,0.2761,0.02
antmaze-large,CRL,62,rank,0.9242,0.0772,0.0
antmaze-large,CRL,62,clip_std,0.3485,0.2629,0.0
antmaze-large,CRL,63,raw,0.285,0.1802,0.9479
antmaze-large,CRL,63,zscore,0.2193,0.2973,0.0
antmaze-large,CRL,63,rank,0.9242,0.0772,0.0
antmaze-large,CRL,63,clip_std,0.2852,0.2949,0.0
antmaze-large,GCIQL,0,raw,0.9464,0.0741,0.0
antmaze-large,GCIQL,0,zscore,0.0946,0.3214,0.1222
antmaze-large,GCIQL,0,rank,0.9242,0.0772,0.0
antmaze-large,GCIQL,0,clip_std,0.2673,0.2791,0.0
