env,algo,config,alpha,w_max,ess,saturation_mass,fraction_clipped,top5_mass
antmaze-medium,CRL,27,21.92595737054944,100,0.2730450986057776,0.9278282955417387,0.24390625,0.19020182868248328
antmaze-medium,CRL,27,21.92595737054944,200,0.25963348826022653,0.9259069918586786,0.23125,0.20019610634782242
antmaze-medium,CRL,28,18.632101602852345,20,0.2920602664641109,0.9182036017844467,0.257109375,0.17856283960560496
antmaze-medium,CRL,28,18.632101602852345,50,0.2713527155077713,0.9141908489203558,0.237421875,0.19252456179961425
antmaze-medium,CRL,28,18.632101602852345,100,0.2559551183654054,0.9145845158238423,0.22359375,0.20451924882154404
antmaze-medium,CRL,28,18.632101602852345,200,0.24113754721696,0.915673411387305,0.210859375,0.217128930451232
antmaze-medium,CRL,29,13.471246473491192,20,0.2903439628901073,0.8775309793866971,0.23859375,0.1838964724320518
antmaze-medium,CRL,29,13.471246473491192,50,0.2603087959116316,0.882011804919269,0.215234375,0.20489566430066503
antmaze-medium,CRL,29,13.471246473491192,100,0.23971254578797127,0.8744458322955055,0.196015625,0.2230551345831501
antmaze-medium,CRL,29,13.471246473491192,200,0.22033058622820298,0.8844771009156288,0.1825,0.24232249340154213
antmaze-medium,CRL,30,3.4902606066316366,20,0.373146063036087,0.8672311806815659,0.29921875,0.14491591530971334
antmaze-medium,CRL,30,3.4902606066316366,50,0.33009974034116174,0.8873503681344471,0.273671875,0.1621193935501131
antmaze-medium,CRL,30,3.4902606066316366,100,0.3041259783336215,0.893758220479736,0.255703125,0.17476482160312587
antmaze-medium,CRL,30,3.4902606066316366,200,0.2823230067590972,0.9103505924059935,0.243515625,0.18691831220398966
antmaze-medium,CRL,31,28.33123384974897,20,0.3151455706937013,0.9520908065001998,0.29296875,0.16249016430936744
antmaze-medium,CRL,31,28.33123384974897,50,0.30172479369979516,0.9494301065542206,0.27921875,0.17001546396046477
antmaze-medium,CRL,31,28.33123384974897,100,0.2914304934687953,0.9493682308434627,0.26953125,0.17611468630139598
antmaze-medium,CRL,31,28.33123384974897,200,0.28140887545732685,0.949555167937863,0.2603125,0.1823875472629749
antmaze-medium,CRL,32,28.885294189676642,20,0.30040805114386054,0.9504321656100457,0.278515625,0.17062456830026065
antmaze-medium,CRL,32,28.885294189676642,50,0.28698528261490075,0.94986883669685,0.26546875,0.1789040775414903
antmaze-medium,CRL,32,28.885294189676642,100,0.276982211299428,0.9493886880475286,0.256015625,0.18541616122991098
antmaze-medium,CRL,32,28.885294189676642,200,0.26728883414343313,0.9461163455973479,0.246171875,0.19216580805531663
antmaze-medium,CRL,33,3.1013242062181234,20,0.19937661175571217,0.5171963162562029,0.072265625,0.35784393773402146
antmaze-medium,CRL,33,3.1013242062181234,50,0.13077799561420628,0.5201917736508322,0.04640625,0.5563827451592179
antmaze-medium,CRL,33,3.1013242062181234,100,0.09387384091160383,0.49173849036176975,0.031328125,0.6894073098051613
antmaze-medium,CRL,33,3.1013242062181234,200,0.06684563904975561,0.5332974350959204,0.024140625,0.7814340931157231
antmaze-medium,CRL,34,13.744822852313519,20,0.4,1.0,0.4,0.125
antmaze-medium,CRL,34,13.744822852313519,50,0.4,1.0,0.4,0.125
antmaze-medium,CRL,34,13.744822852313519,100,0.4,1.0,0.4,0.125
antmaze-medium,CRL,34,13.744822852313519,200,0.4,1.0,0.4,0.125
antmaze-medium,CRL,35,17.959026284515858,20,0.3033147929969535,0.9239205131584995,0.268984375,0.17174241313431302
antmaze-medium,CRL,35,17.959026284515858,50,0.2827894299013922,0.9219440784653893,0.2503125,0.18415861742130124
antmaze-medium,CRL,35,17.959026284515858,100,0.26782899567038315,0.91478926078669,0.2346875,0.19489518205841597
antmaze-medium,CRL,35,17.959026284515858,200,0.25294473995521494,0.9123143554391447,0.220625,0.20675679443380052
