agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,10,4,53000,actor,14.442106951028109,True,0.327109,0.027033,0.966433,0.012045,0.310156,0.023014,0.146854,0.012069,4.443859,0.084455
CRL,11,0,53000,actor,29.138977378606796,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,11,1,53000,actor,29.138977378606796,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,11,2,53000,actor,29.138977378606796,True,0.083344,0.018741,0.748814,0.045731,0.055078,0.015235,0.647209,0.133651,3.163039,0.22393
CRL,11,3,53000,actor,29.138977378606796,True,0.022024,0.012951,0.0,0.0,0.0,0.0,0.894821,0.073249,2.147536,0.800576
CRL,11,4,53000,actor,29.138977378606796,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,12,0,53000,actor,24.430268201977015,True,0.32554,0.024453,0.971437,0.013786,0.312109,0.026071,0.146756,0.011503,4.433129,0.07455
CRL,12,1,53000,actor,24.430268201977015,True,0.330165,0.016049,0.975538,0.011006,0.317969,0.015318,0.144123,0.007361,4.448675,0.050041
CRL,12,2,53000,actor,24.430268201977015,True,0.336627,0.021921,0.97863,0.012843,0.326562,0.025661,0.141186,0.010157,4.465343,0.063492
CRL,12,3,53000,actor,24.430268201977015,True,0.336692,0.030376,0.976598,0.007546,0.325,0.029046,0.141894,0.012969,4.463858,0.086978
CRL,12,4,53000,actor,24.430268201977015,True,0.342895,0.027462,0.97991,0.007365,0.332422,0.027029,0.139057,0.012142,4.483018,0.079935
CRL,13,0,53000,actor,9.830444231629372,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,13,1,53000,actor,9.830444231629372,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,13,2,53000,actor,9.830444231629372,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,13,3,53000,actor,9.830444231629372,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,13,4,53000,actor,9.830444231629372,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
