agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,34,1,926500,actor,2.362168477848172,True,0.09057,0.012737,0.502401,0.119633,0.03125,0.014024,0.652306,0.060233,3.615029,0.125862
CRL,34,2,926500,actor,2.362168477848172,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,34,3,926500,actor,2.362168477848172,True,0.120763,0.012216,0.5439,0.096348,0.045703,0.011507,0.550408,0.054507,3.850644,0.077607
CRL,34,4,926500,actor,2.362168477848172,True,0.111895,0.01522,0.583451,0.102212,0.048047,0.016475,0.560377,0.075175,3.763184,0.09403
CRL,35,0,926500,actor,27.80208676122129,True,0.30986,0.028608,0.961339,0.014047,0.291797,0.028171,0.155657,0.014203,4.391569,0.090282
CRL,35,1,926500,actor,27.80208676122129,True,0.30932,0.028833,0.962827,0.00743,0.292188,0.026736,0.155648,0.014464,4.386588,0.09001
CRL,35,2,926500,actor,27.80208676122129,True,0.308892,0.025108,0.962658,0.021844,0.292188,0.023711,0.155315,0.012715,4.384887,0.08135
CRL,35,3,926500,actor,27.80208676122129,True,0.305303,0.025484,0.95974,0.016567,0.2875,0.023161,0.157417,0.013267,4.374981,0.083308
CRL,35,4,926500,actor,27.80208676122129,True,0.309534,0.015271,0.962182,0.015207,0.291797,0.015078,0.154904,0.007622,4.391794,0.05084
CRL,36,0,926500,actor,23.865815363824368,True,0.260597,0.038192,0.935557,0.027149,0.236719,0.037431,0.189095,0.027767,4.218761,0.143603
CRL,36,1,926500,actor,23.865815363824368,True,0.296781,0.033066,0.949522,0.017164,0.274609,0.032109,0.163907,0.017614,4.350145,0.110994
CRL,36,2,926500,actor,23.865815363824368,True,0.318391,0.025153,0.957011,0.013702,0.297656,0.024276,0.151594,0.012296,4.422245,0.078527
