checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_2/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,2,actor,0.567276,0.019527,0.793261,0.575239,6.761298,8.518127,0.22685,0.119075,0.415794,0.088842,-0.377467,0.60489
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_2/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,2,actor,0.568874,0.016107,0.794375,0.576738,6.793744,8.56798,0.225946,0.117105,0.413666,0.088755,-0.380708,0.605252
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_20/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,20,actor,0.569406,0.017005,0.786563,0.550947,6.628316,8.219104,0.229617,0.120529,0.417095,0.086017,-0.369468,0.579279
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_20/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,20,actor,0.567226,0.02015,0.784886,0.547348,6.60695,8.178787,0.229939,0.12178,0.416515,0.086399,-0.368371,0.577014
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_20/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,20,actor,0.568595,0.017197,0.786163,0.551466,6.646296,8.242328,0.229147,0.120524,0.416206,0.0847,-0.369956,0.578526
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_20/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,20,actor,0.562894,0.020745,0.784537,0.548826,6.615189,8.19198,0.229164,0.120661,0.415624,0.085844,-0.368913,0.576164
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_20/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,20,actor,0.563816,0.017645,0.785926,0.551478,6.641821,8.241621,0.229083,0.120737,0.416572,0.085911,-0.369354,0.579647
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_21/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,21,actor,0.604787,0.033445,0.35501,0.085051,1.468197,1.092403,0.29949,0.110107,0.321879,0.073174,-0.033131,0.082564
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_21/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,21,actor,0.618081,0.02759,0.379913,0.172127,2.142179,2.750926,0.280746,0.114152,0.299357,0.052171,-0.080556,0.182409
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_21/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,21,actor,0.604589,0.030512,0.474585,0.321259,3.146227,5.617659,0.298003,0.124806,0.354124,0.066211,-0.120461,0.328356
