checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_31/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,31,actor,0.590977,0.02641,0.139472,0.05476,1.366296,0.15064,0.105255,0.045945,0.143798,0.05793,0.004326,0.026339
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_32/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,32,actor,0.64402,0.030397,0.176854,0.08857,1.288708,0.122077,0.139728,0.069929,0.195749,0.083703,0.018895,0.0186
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_32/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,32,actor,0.643297,0.030089,0.174476,0.084508,1.266475,0.113447,0.139986,0.067846,0.192561,0.078808,0.018084,0.019201
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_32/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,32,actor,0.643483,0.029551,0.175137,0.083974,1.274283,0.126658,0.140028,0.067094,0.193769,0.08076,0.018632,0.018909
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_32/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,32,actor,0.643935,0.030374,0.176208,0.082253,1.264058,0.121653,0.141429,0.065415,0.193059,0.077243,0.01685,0.02021
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_32/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,32,actor,0.64284,0.030987,0.175833,0.087977,1.271338,0.129141,0.14103,0.069925,0.192609,0.081664,0.016776,0.018405
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_33/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,33,actor,0.672471,0.026926,0.157849,0.051116,1.361072,0.157979,0.116746,0.037399,0.163612,0.041576,0.005763,0.025839
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_33/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,33,actor,0.666051,0.022665,0.145998,0.05886,1.377977,0.118937,0.107207,0.0439,0.153483,0.048108,0.007486,0.022188
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_33/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,33,actor,0.666674,0.023101,0.149134,0.055,1.388569,0.162906,0.110133,0.042277,0.164094,0.046398,0.014959,0.021001
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_33/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,33,actor,0.669879,0.01876,0.160746,0.044693,1.372465,0.140185,0.118565,0.034887,0.168848,0.039857,0.008102,0.026515
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_33/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,33,actor,0.670794,0.02041,0.156044,0.048753,1.425773,0.190775,0.112637,0.042897,0.162443,0.039163,0.006399,0.024709
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_34/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,34,actor,0.642716,0.027865,0.170996,0.08194,1.280568,0.118359,0.135722,0.065379,0.192029,0.075788,0.021033,0.018782
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_34/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,34,actor,0.641703,0.028375,0.168289,0.08001,1.272729,0.115383,0.134244,0.06402,0.189122,0.073393,0.020833,0.018952
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_34/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,34,actor,0.641445,0.028185,0.168373,0.080158,1.272967,0.118294,0.134391,0.064114,0.189434,0.073392,0.021061,0.019269
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_34/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,34,actor,0.641834,0.02831,0.168057,0.07938,1.277384,0.119987,0.1336,0.063318,0.188878,0.072776,0.020821,0.019031
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_34/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,34,actor,0.641783,0.028365,0.16882,0.080625,1.276077,0.121135,0.134512,0.064378,0.18967,0.073489,0.02085,0.018768
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_35/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,35,actor,0.600752,0.015279,0.114687,0.043198,1.193461,0.148691,0.098145,0.040018,0.128531,0.04264,0.013843,0.020605
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_35/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,35,actor,0.600075,0.024014,0.134267,0.047041,1.102508,0.125169,0.124844,0.04768,0.136455,0.047717,0.002187,0.013795
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_35/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,35,actor,0.59117,0.024237,0.136197,0.05003,1.31692,0.127842,0.105278,0.042057,0.141961,0.04649,0.005764,0.015974
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_35/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,35,actor,0.613755,0.023371,0.129236,0.067997,1.565011,0.259153,0.088108,0.053585,0.132115,0.07486,0.002879,0.021866
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_35/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,35,actor,0.611077,0.019126,0.122425,0.046536,1.382534,0.149782,0.089851,0.039131,0.130471,0.044369,0.008045,0.026105
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_36/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,36,actor,0.643814,0.029452,0.176707,0.08725,1.286963,0.121611,0.139836,0.069142,0.195942,0.082434,0.019234,0.018611
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_36/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,36,actor,0.642877,0.029395,0.174372,0.083574,1.26625,0.112998,0.139916,0.06711,0.192743,0.078183,0.018372,0.019105
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_36/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,36,actor,0.643059,0.029279,0.174881,0.083194,1.271675,0.124281,0.140036,0.066589,0.193852,0.079599,0.018971,0.019008
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_36/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,36,actor,0.643048,0.029794,0.175462,0.081618,1.266576,0.120955,0.140622,0.065047,0.192926,0.076644,0.017464,0.019753
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_36/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,36,actor,0.642698,0.030274,0.175785,0.086553,1.27149,0.12805,0.140934,0.068863,0.193275,0.080549,0.01749,0.018169
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_37/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,37,actor,0.664939,0.023585,0.154057,0.051226,1.358759,0.135277,0.114244,0.038074,0.162734,0.042983,0.008677,0.026569
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_37/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,37,actor,0.66424,0.020994,0.142261,0.050524,1.406749,0.163231,0.103209,0.03823,0.145301,0.044888,0.00304,0.025562
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_37/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,37,actor,0.657741,0.024485,0.154203,0.055465,1.364043,0.157039,0.114243,0.038247,0.166889,0.042471,0.012686,0.022315
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_37/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,37,actor,0.668747,0.021184,0.156481,0.043285,1.343447,0.16829,0.118485,0.036341,0.16637,0.034771,0.009888,0.029036
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_37/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,37,actor,0.665555,0.022052,0.135827,0.062696,1.433203,0.196137,0.099011,0.052264,0.143399,0.05077,0.007572,0.029724
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_38/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,38,actor,0.649753,0.029425,0.169258,0.084422,1.296417,0.124766,0.13272,0.064736,0.184199,0.077095,0.014941,0.019223
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_38/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,38,actor,0.650086,0.028086,0.164701,0.074994,1.309391,0.122916,0.128102,0.059238,0.176199,0.067763,0.011498,0.019625
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_38/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,38,actor,0.64746,0.025886,0.164128,0.079101,1.290435,0.138885,0.130487,0.061995,0.176897,0.077065,0.012769,0.019322
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_38/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,38,actor,0.654147,0.029737,0.175362,0.077193,1.246895,0.139019,0.143192,0.061941,0.18614,0.071669,0.010778,0.021523
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_38/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,38,actor,0.648316,0.028612,0.164924,0.081183,1.285913,0.125545,0.130642,0.063619,0.177699,0.072924,0.012775,0.020471
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_39/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,39,actor,0.653653,0.030541,0.166476,0.075149,1.279996,0.110771,0.131417,0.058016,0.178195,0.067324,0.011719,0.020355
